suburb,state,postCode,lat,lng
Riggs Creek,VIC,3666,-36.71,145.64
Ruffy,VIC,3666,-36.71,145.64
Sheans Creek,VIC,3666,-36.71,145.64
Strathbogie,VIC,3666,-36.71,145.64
Tarcombe,VIC,3666,-36.71,145.64
Boho,VIC,3669,-36.7,145.77
Boho South,VIC,3669,-36.7,145.77
Creek Junction,VIC,3669,-36.7,145.77
Earlston,VIC,3669,-36.7,145.77
Gowangardie,VIC,3669,-36.7,145.77
Koonda,VIC,3669,-36.7,145.77
Marraweeney,VIC,3669,-36.7,145.77
Tamleugh,VIC,3669,-36.7,145.77
Tamleugh North,VIC,3669,-36.7,145.77
Upotipotpon,VIC,3669,-36.7,145.77
Violet Town,VIC,3669,-36.7,145.77
Baddaginnie,VIC,3670,-36.59,145.86
Tarnook,VIC,3670,-36.59,145.86
Warrenbayne,VIC,3670,-36.59,145.86
Benalla,VIC,3671,-36.39,145.42
Benalla,VIC,3672,-36.55,145.99
Benalla West,VIC,3672,-36.55,145.99
Broken Creek,VIC,3673,-36.43,145.89
Goomalibee,VIC,3673,-36.43,145.89
Lima,VIC,3673,-36.43,145.89
Lima East,VIC,3673,-36.43,145.89
Lima South,VIC,3673,-36.43,145.89
Lurg,VIC,3673,-36.43,145.89
Molyullah,VIC,3673,-36.43,145.89
Moorngag,VIC,3673,-36.43,145.89
Samaria,VIC,3673,-36.43,145.89
Swanpool,VIC,3673,-36.43,145.89
Tatong,VIC,3673,-36.43,145.89
Upper Lurg,VIC,3673,-36.43,145.89
Upper Ryans Creek,VIC,3673,-36.43,145.89
Winton,VIC,3673,-36.43,145.89
Winton North,VIC,3673,-36.43,145.89
Boweya,VIC,3675,-36.27,146.13
Boweya North,VIC,3675,-36.27,146.13
Glenrowan,VIC,3675,-36.27,146.13
Glenrowan West,VIC,3675,-36.27,146.13
Greta,VIC,3675,-36.27,146.13
Greta South,VIC,3675,-36.27,146.13
Greta West,VIC,3675,-36.27,146.13
Hansonville,VIC,3675,-36.27,146.13
Mount Bruno,VIC,3675,-36.27,146.13
Taminick,VIC,3675,-36.27,146.13
Wangaratta,VIC,3676,-36.34,146.34
Wangaratta,VIC,3677,-36.35,146.3
Wangaratta West,VIC,3677,-36.35,146.3
Yarrunga,VIC,3677,-36.35,146.3
Bobinawarrah,VIC,3678,-36.52,146.5
Boorhaman,VIC,3678,-36.52,146.5
Boorhaman East,VIC,3678,-36.52,146.5
Bowser,VIC,3678,-36.52,146.5
Byawatha,VIC,3678,-36.52,146.5
Carboor,VIC,3678,-36.52,146.5
Cheshunt,VIC,3678,-36.52,146.5
Cheshunt South,VIC,3678,-36.52,146.5
Docker,VIC,3678,-36.52,146.5
Dockers Plains,VIC,3678,-36.52,146.5
East Wangaratta,VIC,3678,-36.52,146.5
Edi,VIC,3678,-36.52,146.5
Edi Upper,VIC,3678,-36.52,146.5
Everton,VIC,3678,-36.52,146.5
Everton Upper,VIC,3678,-36.52,146.5
Killawarra,VIC,3678,-36.52,146.5
King Valley,VIC,3678,-36.52,146.5
Laceby,VIC,3678,-36.52,146.5
Londrigan,VIC,3678,-36.52,146.5
Markwood,VIC,3678,-36.52,146.5
Meadow Creek,VIC,3678,-36.52,146.5
Milawa,VIC,3678,-36.52,146.5
North Wangaratta,VIC,3678,-36.52,146.5
Oxley,VIC,3678,-36.52,146.5
Oxley Flats,VIC,3678,-36.52,146.5
Peechelba,VIC,3678,-36.52,146.5
Peechelba East,VIC,3678,-36.52,146.5
Rose River,VIC,3678,-36.52,146.5
Tarrawingee,VIC,3678,-36.52,146.5
Wabonga,VIC,3678,-36.52,146.5
Waldara,VIC,3678,-36.52,146.5
Wangandary,VIC,3678,-36.52,146.5
Wangaratta Forward,VIC,3678,-36.52,146.5
Wangaratta South,VIC,3678,-36.52,146.5
Whitlands,VIC,3678,-36.52,146.5
Boralma,VIC,3682,-36.24,146.41
Lilliput,VIC,3682,-36.24,146.41
Norong,VIC,3682,-36.24,146.41
Springhurst,VIC,3682,-36.24,146.41
Chiltern,VIC,3683,-36.15,146.61
Chiltern Valley,VIC,3683,-36.15,146.61
Cornishtown,VIC,3683,-36.15,146.61
Boorhaman North,VIC,3685,-36.1,146.22
Brimin,VIC,3685,-36.1,146.22
Browns Plains,VIC,3685,-36.1,146.22
Carlyle,VIC,3685,-36.1,146.22
Gooramadda,VIC,3685,-36.1,146.22
Great Southern,VIC,3685,-36.1,146.22
Lake Moodemere,VIC,3685,-36.1,146.22
Prentice North,VIC,3685,-36.1,146.22
Rutherglen,VIC,3685,-36.1,146.22
Wahgunyah,VIC,3687,-36.01,146.4
Barnawartha,VIC,3688,-36.11,146.67
Indigo Valley,VIC,3688,-36.11,146.67
Wodonga,VIC,3689,-37.68,144.99
West Wodonga,VIC,3690,-36.1,146.82
Wodonga,VIC,3690,-36.1,146.82
Wodonga Plaza,VIC,3690,-36.1,146.82
Lake Hume Village,NSW,3691,-36.28,146.91
Allans Flat,VIC,3691,-36.28,146.91
Bandiana,VIC,3691,-36.28,146.91
Baranduda,VIC,3691,-36.28,146.91
Barnawartha North,VIC,3691,-36.28,146.91
Bellbridge,VIC,3691,-36.28,146.91
Berringama,VIC,3691,-36.28,146.91
Bethanga,VIC,3691,-36.28,146.91
Bonegilla,VIC,3691,-36.28,146.91
Bungil,VIC,3691,-36.28,146.91
Castle Creek,VIC,3691,-36.28,146.91
Coral Bank,VIC,3691,-36.28,146.91
Dederang,VIC,3691,-36.28,146.91
Ebden,VIC,3691,-36.28,146.91
Gateway Island,VIC,3691,-36.28,146.91
Glen Creek,VIC,3691,-36.28,146.91
Gundowring,VIC,3691,-36.28,146.91
Huon Creek,VIC,3691,-36.28,146.91
Kancoona,VIC,3691,-36.28,146.91
Kergunyah,VIC,3691,-36.28,146.91
Kergunyah South,VIC,3691,-36.28,146.91
Kiewa,VIC,3691,-36.28,146.91
Killara,VIC,3691,-36.28,146.91
Leneva,VIC,3691,-36.28,146.91
Lucyvale,VIC,3691,-36.28,146.91
Mongans Bridge,VIC,3691,-36.28,146.91
Osbornes Flat,VIC,3691,-36.28,146.91
Running Creek,VIC,3691,-36.28,146.91
Staghorn Flat,VIC,3691,-36.28,146.91
Talgarno,VIC,3691,-36.28,146.91
Tangambalanga,VIC,3691,-36.28,146.91
Thologolong,VIC,3691,-36.28,146.91
Upper Gundowring,VIC,3691,-36.28,146.91
Wodonga Forward,VIC,3691,-36.28,146.91
Bandiana Milpo,VIC,3694,-36.14,146.92
Charleroi,VIC,3695,-36.3,147.14
Huon,VIC,3695,-36.3,147.14
Sandy Creek,VIC,3695,-36.3,147.14
Tawonga,VIC,3697,-36.67,147.21
Tawonga South,VIC,3698,0,0
Bogong,VIC,3699,-36.81,147.22
Falls Creek,VIC,3699,-36.81,147.22
Mount Beauty,VIC,3699,-36.81,147.22
Nelse,VIC,3699,-36.81,147.22
Bullioh,VIC,3700,-36.18,147.34
Georges Creek,VIC,3700,-36.18,147.34
Jarvis Creek,VIC,3700,-36.18,147.34
Tallangatta,VIC,3700,-36.18,147.34
Tallangatta East,VIC,3700,-36.18,147.34
Dartmouth,VIC,3701,-36.53,147.5
Eskdale,VIC,3701,-36.53,147.5
Granya,VIC,3701,-36.53,147.5
Mitta Mitta,VIC,3701,-36.53,147.5
Old Tallangatta,VIC,3701,-36.53,147.5
Shelley,VIC,3701,-36.53,147.5
Tallandoon,VIC,3701,-36.53,147.5
Tallangatta South,VIC,3701,-36.53,147.5
Tallangatta Valley,VIC,3701,-36.53,147.5
Koetong,VIC,3704,-36.1,147.54
Cudgewa,VIC,3705,-36.19,147.77
Bringenbrong,NSW,3707,-36.28,148.03
Biggara,VIC,3707,-36.28,148.03
Colac Colac,VIC,3707,-36.28,148.03
Corryong,VIC,3707,-36.28,148.03
Nariel Valley,VIC,3707,-36.28,148.03
Thowgla Valley,VIC,3707,-36.28,148.03
Tom Groggin,VIC,3707,-36.28,148.03
Towong,VIC,3707,-36.28,148.03
Towong Upper,VIC,3707,-36.28,148.03
Tintaldra,VIC,3708,-36.05,147.93
Burrowye,VIC,3709,-36.05,147.56
Guys Forest,VIC,3709,-36.05,147.56
Mount Alfred,VIC,3709,-36.05,147.56
Pine Mountain,VIC,3709,-36.05,147.56
Walwa,VIC,3709,-36.05,147.56
Buxton,VIC,3711,-37.42,145.71
Rubicon,VIC,3712,-37.33,145.86
Thornton,VIC,3712,-37.33,145.86
Eildon,VIC,3713,-37.23,145.91
Lake Eildon,VIC,3713,-37.23,145.91
Taylor Bay,VIC,3713,-37.23,145.91
Acheron,VIC,3714,-37.25,145.7
Alexandra,VIC,3714,-37.25,145.7
Cathkin,VIC,3714,-37.25,145.7
Crystal Creek,VIC,3714,-37.25,145.7
Devils River,VIC,3714,-37.25,145.7
Fawcett,VIC,3714,-37.25,145.7
Koriella,VIC,3714,-37.25,145.7
Maintongoon,VIC,3714,-37.25,145.7
Taggerty,VIC,3714,-37.25,145.7
Whanregarwen,VIC,3714,-37.25,145.7
Ancona,VIC,3715,-36.97,145.79
Merton,VIC,3715,-36.97,145.79
Woodfield,VIC,3715,-36.97,145.79
Flowerdale,VIC,3717,-37.34,145.29
Ghin Ghin,VIC,3717,-37.34,145.29
Glenburn,VIC,3717,-37.34,145.29
Homewood,VIC,3717,-37.34,145.29
Killingworth,VIC,3717,-37.34,145.29
Limestone,VIC,3717,-37.34,145.29
Murrindindi,VIC,3717,-37.34,145.29
Yea,VIC,3717,-37.34,145.29
Molesworth,VIC,3718,-37.13,145.53
Gobur,VIC,3719,-37.01,145.62
Kanumbra,VIC,3719,-37.01,145.62
Terip Terip,VIC,3719,-37.01,145.62
Yarck,VIC,3719,-37.01,145.62
Bonnie Doon,VIC,3720,-37.02,145.86
Barwite,VIC,3722,-37.01,146.22
Mansfield,VIC,3722,-37.01,146.22
Mirimbah,VIC,3722,-37.01,146.22
Archerton,VIC,3723,-36.89,146.26
Barjarg,VIC,3723,-36.89,146.26
Boorolite,VIC,3723,-36.89,146.26
Bridge Creek,VIC,3723,-36.89,146.26
Delatite,VIC,3723,-36.89,146.26
Enochs Point,VIC,3723,-36.89,146.26
Gaffneys Creek,VIC,3723,-36.89,146.26
Goughs Bay,VIC,3723,-36.89,146.26
Howes Creek,VIC,3723,-36.89,146.26
Howqua,VIC,3723,-36.89,146.26
Howqua Hills,VIC,3723,-36.89,146.26
Howqua Inlet,VIC,3723,-36.89,146.26
Jamieson,VIC,3723,-36.89,146.26
Kevington,VIC,3723,-36.89,146.26
Knockwood,VIC,3723,-36.89,146.26
Macs Cove,VIC,3723,-36.89,146.26
Maindample,VIC,3723,-36.89,146.26
Matlock,VIC,3723,-36.89,146.26
Merrijig,VIC,3723,-36.89,146.26
Mount Buller,VIC,3723,-36.89,146.26
Mountain Bay,VIC,3723,-36.89,146.26
Piries,VIC,3723,-36.89,146.26
Sawmill Settlement,VIC,3723,-36.89,146.26
Tolmie,VIC,3723,-36.89,146.26
Woods Point,VIC,3723,-36.89,146.26
Mansfield,VIC,3724,-37.05,146.08
Boxwood,VIC,3725,-36.32,145.8
Chesney Vale,VIC,3725,-36.32,145.8
Goorambat,VIC,3725,-36.32,145.8
Major Plains,VIC,3725,-36.32,145.8
Stewarton,VIC,3725,-36.32,145.8
Bungeet,VIC,3726,-36.28,146.06
Bungeet West,VIC,3726,-36.28,146.06
Devenish,VIC,3726,-36.28,146.06
Thoona,VIC,3726,-36.28,146.06
Almonds,VIC,3727,-36.23,146.06
Lake Rowan,VIC,3727,-36.23,146.06
Pelluebla,VIC,3727,-36.23,146.06
St James,VIC,3727,-36.23,146.06
Yundool,VIC,3727,-36.23,146.06
Boomahnoomoonah,VIC,3728,-36.1,146.08
Tungamah,VIC,3728,-36.1,146.08
Wilby,VIC,3728,-36.1,146.08
Youarang,VIC,3728,-36.1,146.08
Bathumi,VIC,3730,-36.03,146.08
Boosey,VIC,3730,-36.03,146.08
Bundalong,VIC,3730,-36.03,146.08
Bundalong South,VIC,3730,-36.03,146.08
Burramine,VIC,3730,-36.03,146.08
Burramine South,VIC,3730,-36.03,146.08
Esmond,VIC,3730,-36.03,146.08
Telford,VIC,3730,-36.03,146.08
Yarrawonga,VIC,3730,-36.03,146.08
Yarrawonga South,VIC,3730,-36.03,146.08
Moyhu,VIC,3732,-36.58,146.38
Myrrhee,VIC,3732,-36.58,146.38
Whitfield,VIC,3733,-36.75,146.41
Bowmans Forest,VIC,3735,-36.52,146.58
Whorouly,VIC,3735,-36.52,146.58
Whorouly East,VIC,3735,-36.52,146.58
Whorouly South,VIC,3735,-36.52,146.58
Myrtleford,VIC,3736,-36.46,146.48
Abbeyard,VIC,3737,-36.98,146.78
Barwidgee,VIC,3737,-36.98,146.78
Buffalo River,VIC,3737,-36.98,146.78
Dandongadale,VIC,3737,-36.98,146.78
Gapsted,VIC,3737,-36.98,146.78
Havilah,VIC,3737,-36.98,146.78
Merriang,VIC,3737,-36.98,146.78
Merriang South,VIC,3737,-36.98,146.78
Mudgegonga,VIC,3737,-36.98,146.78
Myrtleford,VIC,3737,-36.98,146.78
Nug Nug,VIC,3737,-36.98,146.78
Rosewhite,VIC,3737,-36.98,146.78
Selwyn,VIC,3737,-36.98,146.78
Wonnangatta,VIC,3737,-36.98,146.78
Ovens,VIC,3738,-36.61,146.79
Eurobin,VIC,3739,-36.7,146.85
Buckland,VIC,3740,-36.82,146.85
Mount Buffalo,VIC,3740,-36.82,146.85
Porepunkah,VIC,3740,-36.82,146.85
Bright,VIC,3741,-36.73,146.96
Freeburgh,VIC,3741,-36.73,146.96
Germantown,VIC,3741,-36.73,146.96
Harrietville,VIC,3741,-36.73,146.96
Hotham Heights,VIC,3741,-36.73,146.96
Mount Hotham,VIC,3741,-36.73,146.96
Smoko,VIC,3741,-36.73,146.96
Wandiligong,VIC,3744,-36.75,146.98
Eldorado,VIC,3746,-36.3,146.58
Beechworth,VIC,3747,-36.36,146.69
Murmungee,VIC,3747,-36.36,146.69
Stanley,VIC,3747,-36.36,146.69
Woolshed,VIC,3747,-36.36,146.69
Wooragee,VIC,3747,-36.36,146.69
Bruarong,VIC,3749,-36.41,146.86
Yackandandah,VIC,3749,-36.41,146.86
Wollert,VIC,3750,-38.38,144.81
Woodstock,VIC,3751,-37.69,144.89
Morang South,VIC,3752,-37.65,145.1
South Morang,VIC,3752,-37.65,145.1
Beveridge,VIC,3753,-37.47,145
Doreen,VIC,3754,-37.62,145.15
Mernda,VIC,3754,-37.62,145.15
Yan Yean,VIC,3755,-37.57,145.14
Chintin,VIC,3756,-37.4,144.8
Darraweit Guim,VIC,3756,-37.4,144.8
Upper Plenty,VIC,3756,-37.4,144.8
Wallan,VIC,3756,-37.4,144.8
Eden Park,VIC,3757,-37.45,145.11
Humevale,VIC,3757,-37.45,145.11
Kinglake Central,VIC,3757,-37.45,145.11
Kinglake West,VIC,3757,-37.45,145.11
Pheasant Creek,VIC,3757,-37.45,145.11
Whittlesea,VIC,3757,-37.45,145.11
Heathcote Junction,VIC,3758,-37.38,145.03
Wandong,VIC,3758,-37.38,145.03
Panton Hill,VIC,3759,-37.64,145.24
Smiths Gully,VIC,3760,-37.62,145.29
St Andrews,VIC,3761,0,0
Bylands,VIC,3762,0,0
Kinglake,VIC,3763,-37.48,145.28
Forbes,VIC,3764,-37.31,144.89
Glenaroua,VIC,3764,-37.31,144.89
High Camp,VIC,3764,-37.31,144.89
Kilmore,VIC,3764,-37.31,144.89
Kilmore East,VIC,3764,-37.31,144.89
Moranding,VIC,3764,-37.31,144.89
Tantaraboo,VIC,3764,-37.31,144.89
Willowmavin,VIC,3764,-37.31,144.89
Montrose,VIC,3765,-37.81,145.34
Kalorama,VIC,3766,-37.82,145.37
Mount Dandenong,VIC,3767,-37.84,145.36
Coldstream,VIC,3770,-37.72,145.38
Gruyere,VIC,3770,-37.72,145.38
Yering,VIC,3770,-37.72,145.38
Christmas Hills,VIC,3775,-37.65,145.32
Dixons Creek,VIC,3775,-37.65,145.32
Steels Creek,VIC,3775,-37.65,145.32
Tarrawarra,VIC,3775,-37.65,145.32
Yarra Glen,VIC,3775,-37.65,145.32
Badger Creek,VIC,3777,-37.69,145.54
Castella,VIC,3777,-37.69,145.54
Chum Creek,VIC,3777,-37.69,145.54
Healesville,VIC,3777,-37.69,145.54
Healesville Main Street,VIC,3777,-37.69,145.54
Healesville Post Shop,VIC,3777,-37.69,145.54
Mount Toolebewong,VIC,3777,-37.69,145.54
Toolangi,VIC,3777,-37.69,145.54
Fernshaw,VIC,3778,-37.63,145.7
Narbethong,VIC,3778,-37.63,145.7
Cambarville,VIC,3779,-37.56,145.89
Marysville,VIC,3779,-37.56,145.89
Cockatoo,VIC,3781,-37.94,145.49
Mount Burnett,VIC,3781,-37.94,145.49
Nangana,VIC,3781,-37.94,145.49
Avonsleigh,VIC,3782,-37.92,145.47
Clematis,VIC,3782,-37.92,145.47
Emerald,VIC,3782,-37.92,145.47
Macclesfield,VIC,3782,-37.92,145.47
Gembrook,VIC,3783,-37.95,145.55
Tremont,VIC,3785,-38.27,144.49
Ferny Creek,VIC,3786,-37.88,145.34
Sassafras,VIC,3787,-37.88,145.37
Sassafras Gully,VIC,3787,-37.88,145.37
Olinda,VIC,3788,-37.86,145.36
Sherbrooke,VIC,3789,-37.88,145.36
Kallista,VIC,3791,-37.9,145.41
The Patch,VIC,3792,-37.89,145.39
Monbulk,VIC,3793,-37.87,145.41
Silvan,VIC,3795,-37.84,145.41
Mount Evelyn,VIC,3796,-37.79,145.38
Gilderoy,VIC,3797,-37.86,145.71
Gladysdale,VIC,3797,-37.86,145.71
Powelltown,VIC,3797,-37.86,145.71
Three Bridges,VIC,3797,-37.86,145.71
Yarra Junction,VIC,3797,-37.86,145.71
Big Pats Creek,VIC,3799,-37.76,145.75
East Warburton,VIC,3799,-37.76,145.75
Mcmahons Creek,VIC,3799,-37.76,145.75
Millgrove,VIC,3799,-37.76,145.75
Reefton,VIC,3799,-37.76,145.75
Warburton,VIC,3799,-37.76,145.75
Wesburn,VIC,3799,-37.76,145.75
Monash University,VIC,3800,-37.91,145.13
Endeavour Hills,VIC,3802,-37.98,145.25
Hallam,VIC,3803,-38,145.27
Narre Warren East,VIC,3804,-37.97,145.36
Narre Warren North,VIC,3804,-37.97,145.36
Fountain Gate,VIC,3805,-38.02,145.3
Narre Warren,VIC,3805,-38.02,145.3
Narre Warren South,VIC,3805,-38.02,145.3
Berwick,VIC,3806,-38.03,145.34
Harkaway,VIC,3806,-38.03,145.34
Beaconsfield,VIC,3807,-38.05,145.37
Guys Hill,VIC,3807,-38.05,145.37
Beaconsfield Upper,VIC,3808,-38,145.41
Dewhurst,VIC,3808,-38,145.41
Officer,VIC,3809,-38.06,145.41
Officer South,VIC,3809,-38.06,145.41
Pakenham,VIC,3810,-38.08,145.49
Pakenham South,VIC,3810,-38.08,145.49
Pakenham Upper,VIC,3810,-38.08,145.49
Rythdale,VIC,3810,-38.08,145.49
Maryknoll,VIC,3812,-38.04,145.61
Nar Nar Goon,VIC,3812,-38.04,145.61
Nar Nar Goon North,VIC,3812,-38.04,145.61
Tynong,VIC,3813,-38.09,145.63
Tynong North,VIC,3813,-38.09,145.63
Cora Lynn,VIC,3814,-38.15,145.61
Garfield,VIC,3814,-38.15,145.61
Garfield North,VIC,3814,-38.15,145.61
Vervale,VIC,3814,-38.15,145.61
Bunyip,VIC,3815,-38.1,145.72
Bunyip North,VIC,3815,-38.1,145.72
Iona,VIC,3815,-38.1,145.72
Tonimbuk,VIC,3815,-38.1,145.72
Labertouche,VIC,3816,-38.05,145.83
Longwarry,VIC,3816,-38.05,145.83
Longwarry North,VIC,3816,-38.05,145.83
Modella,VIC,3816,-38.05,145.83
Athlone,VIC,3818,-38.24,145.78
Drouin,VIC,3818,-38.24,145.78
Drouin East,VIC,3818,-38.24,145.78
Drouin South,VIC,3818,-38.24,145.78
Drouin West,VIC,3818,-38.24,145.78
Hallora,VIC,3818,-38.24,145.78
Jindivick,VIC,3818,-38.24,145.78
Ripplebrook,VIC,3818,-38.24,145.78
Bona Vista,VIC,3820,-38.21,145.96
Lillico,VIC,3820,-38.21,145.96
Warragul,VIC,3820,-38.21,145.96
Brandy Creek,VIC,3821,-38.1,145.92
Bravington,VIC,3821,-38.1,145.92
Buln Buln,VIC,3821,-38.1,145.92
Buln Buln East,VIC,3821,-38.1,145.92
Crossover,VIC,3821,-38.1,145.92
Ellinbank,VIC,3821,-38.1,145.92
Ferndale,VIC,3821,-38.1,145.92
Lardner,VIC,3821,-38.1,145.92
Nilma,VIC,3821,-38.1,145.92
Nilma North,VIC,3821,-38.1,145.92
Rokeby,VIC,3821,-38.1,145.92
Seaview,VIC,3821,-38.1,145.92
Shady Creek,VIC,3821,-38.1,145.92
Tetoora Road,VIC,3821,-38.1,145.92
Torwood,VIC,3821,-38.1,145.92
Warragul South,VIC,3821,-38.1,145.92
Warragul West,VIC,3821,-38.1,145.92
Cloverlea,VIC,3822,-38.24,146
Darnum,VIC,3822,-38.24,146
Gainsborough,VIC,3822,-38.24,146
Allambee,VIC,3823,-38.26,146.03
Yarragon,VIC,3823,-38.26,146.03
Yarragon South,VIC,3823,-38.26,146.03
Childers,VIC,3824,-38.3,146.11
Narracan,VIC,3824,-38.3,146.11
Thorpdale South,VIC,3824,-38.3,146.11
Trafalgar,VIC,3824,-38.3,146.11
Trafalgar East,VIC,3824,-38.3,146.11
Trafalgar South,VIC,3824,-38.3,146.11
Aberfeldy,VIC,3825,-37.7,146.36
Amor,VIC,3825,-37.7,146.36
Boola,VIC,3825,-37.7,146.36
Caringal,VIC,3825,-37.7,146.36
Coalville,VIC,3825,-37.7,146.36
Coopers Creek,VIC,3825,-37.7,146.36
Erica,VIC,3825,-37.7,146.36
Fumina,VIC,3825,-37.7,146.36
Fumina South,VIC,3825,-37.7,146.36
Hernes Oak,VIC,3825,-37.7,146.36
Hill End,VIC,3825,-37.7,146.36
Jacob Creek,VIC,3825,-37.7,146.36
Jericho,VIC,3825,-37.7,146.36
Moe,VIC,3825,-37.7,146.36
Moe South,VIC,3825,-37.7,146.36
Moondarra,VIC,3825,-37.7,146.36
Newborough,VIC,3825,-37.7,146.36
Newborough East,VIC,3825,-37.7,146.36
Rawson,VIC,3825,-37.7,146.36
Tanjil,VIC,3825,-37.7,146.36
Tanjil South,VIC,3825,-37.7,146.36
Thalloo,VIC,3825,-37.7,146.36
Thomson,VIC,3825,-37.7,146.36
Toombon,VIC,3825,-37.7,146.36
Walhalla,VIC,3825,-37.7,146.36
Walhalla East,VIC,3825,-37.7,146.36
Westbury,VIC,3825,-37.7,146.36
Willow Grove,VIC,3825,-37.7,146.36
Yallourn,VIC,3825,-37.7,146.36
Yallourn North,VIC,3825,-37.7,146.36
Neerim,VIC,3831,-37.96,145.99
Neerim East,VIC,3831,-37.96,145.99
Neerim South,VIC,3831,-37.96,145.99
Nayook,VIC,3832,-37.91,145.93
Neerim Junction,VIC,3832,-37.91,145.93
Neerim North,VIC,3832,-37.91,145.93
Ada,VIC,3833,-37.84,145.85
Baw Baw,VIC,3833,-37.84,145.85
Baw Baw Village,VIC,3833,-37.84,145.85
Gentle Annie,VIC,3833,-37.84,145.85
Icy Creek,VIC,3833,-37.84,145.85
Loch Valley,VIC,3833,-37.84,145.85
Noojee,VIC,3833,-37.84,145.85
Piedmont,VIC,3833,-37.84,145.85
Tanjil Bren,VIC,3833,-37.84,145.85
Toorongo,VIC,3833,-37.84,145.85
Vesper,VIC,3833,-37.84,145.85
Thorpdale,VIC,3835,-38.33,146.12
Driffield,VIC,3840,-38.28,146.32
Hazelwood,VIC,3840,-38.28,146.32
Hazelwood North,VIC,3840,-38.28,146.32
Hazelwood South,VIC,3840,-38.28,146.32
Jeeralang,VIC,3840,-38.28,146.32
Jeeralang Junction,VIC,3840,-38.28,146.32
Maryvale,VIC,3840,-38.28,146.32
Mid Valley,VIC,3840,-38.28,146.32
Morwell,VIC,3840,-38.28,146.32
Morwell East,VIC,3840,-38.28,146.32
Morwell Upper,VIC,3840,-38.28,146.32
Gippsland MC,VIC,3841,0,0
Churchill,VIC,3842,-38.32,146.42
Blackwarry,VIC,3844,-38.41,146.64
Callignee,VIC,3844,-38.41,146.64
Callignee North,VIC,3844,-38.41,146.64
Callignee South,VIC,3844,-38.41,146.64
Carrajung,VIC,3844,-38.41,146.64
Carrajung Lower,VIC,3844,-38.41,146.64
Carrajung South,VIC,3844,-38.41,146.64
Flynn,VIC,3844,-38.41,146.64
Flynns Creek,VIC,3844,-38.41,146.64
Koornalla,VIC,3844,-38.41,146.64
Loy Yang,VIC,3844,-38.41,146.64
Mount Tassie,VIC,3844,-38.41,146.64
Traralgon,VIC,3844,-38.41,146.64
Traralgon East,VIC,3844,-38.41,146.64
Traralgon South,VIC,3844,-38.41,146.64
Tyers,VIC,3844,-38.41,146.64
Hiamdale,VIC,3847,-38.26,146.75
Nambrok,VIC,3847,-38.26,146.75
Rosedale,VIC,3847,-38.26,146.75
Willung,VIC,3847,-38.26,146.75
Willung South,VIC,3847,-38.26,146.75
Sale,VIC,3850,-38.42,147.08
Sale North,VIC,3850,-38.42,147.08
Wurruk,VIC,3850,-38.42,147.08
Airly,VIC,3851,-38.04,147.08
Bundalaguah,VIC,3851,-38.04,147.08
Clydebank,VIC,3851,-38.04,147.08
Cobains,VIC,3851,-38.04,147.08
Darriman,VIC,3851,-38.04,147.08
Dutson,VIC,3851,-38.04,147.08
Dutson Downs,VIC,3851,-38.04,147.08
Flamingo Beach,VIC,3851,-38.04,147.08
Fulham,VIC,3851,-38.04,147.08
Giffard,VIC,3851,-38.04,147.08
Giffard West,VIC,3851,-38.04,147.08
Glomar Beach,VIC,3851,-38.04,147.08
Golden Beach,VIC,3851,-38.04,147.08
Kilmany,VIC,3851,-38.04,147.08
Lake Wellington,VIC,3851,-38.04,147.08
Loch Sport,VIC,3851,-38.04,147.08
Longford,VIC,3851,-38.04,147.08
Montgomery,VIC,3851,-38.04,147.08
Myrtlebank,VIC,3851,-38.04,147.08
Paradise Beach,VIC,3851,-38.04,147.08
Pearsondale,VIC,3851,-38.04,147.08
Seacombe,VIC,3851,-38.04,147.08
Seaspray,VIC,3851,-38.04,147.08
Somerton Park,VIC,3851,-38.04,147.08
Stradbroke,VIC,3851,-38.04,147.08
The Heart,VIC,3851,-38.04,147.08
The Honeysuckles,VIC,3851,-38.04,147.08
East Sale,VIC,3852,-38.11,147.13
Sale East Raaf,VIC,3852,-38.11,147.13
Sale,VIC,3853,-38.1,146.06
Glengarry,VIC,3854,-38.12,146.57
Glengarry North,VIC,3854,-38.12,146.57
Glengarry West,VIC,3854,-38.12,146.57
Toongabbie,VIC,3856,-38.07,146.67
Cowwarr,VIC,3857,-38,146.69
Arbuckle,VIC,3858,-37.97,146.69
Billabong,VIC,3858,-37.97,146.69
Buragwonduc,VIC,3858,-37.97,146.69
Crookayan,VIC,3858,-37.97,146.69
Dawson,VIC,3858,-37.97,146.69
Denison,VIC,3858,-37.97,146.69
Gillum,VIC,3858,-37.97,146.69
Glenfalloch,VIC,3858,-37.97,146.69
Glenmaggie,VIC,3858,-37.97,146.69
Heyfield,VIC,3858,-37.97,146.69
Howitt Plains,VIC,3858,-37.97,146.69
Licola,VIC,3858,-37.97,146.69
Licola North,VIC,3858,-37.97,146.69
Reynard,VIC,3858,-37.97,146.69
Sargood,VIC,3858,-37.97,146.69
Seaton,VIC,3858,-37.97,146.69
Tamboritha,VIC,3858,-37.97,146.69
Winnindoo,VIC,3858,-37.97,146.69
Worrowing,VIC,3858,-37.97,146.69
Yangoura,VIC,3858,-37.97,146.69
Maffra West Upper,VIC,3859,-37.89,146.85
Newry,VIC,3859,-37.89,146.85
Tinamba,VIC,3859,-37.89,146.85
Tinamba West,VIC,3859,-37.89,146.85
